Name of the table,Variable,Description
conversions_with_relevance,,"AMC conversion events with relevant campaigns. Each row represents a conversion event and its relevance to a campaign. Because conversion event appears multiple times, metric totals will only be correct if data is deduplicated using the conversion_id column. Ad attributed conversions for ASINs tracked to an Amazon DSP or Sponsored Ads campaigns, and pixel conversions are included. Conversions are ad attributed if a user was served a traffic event within the 28-day period prior to the conversion event."
conversions_with_relevance,advertiser,
conversions_with_relevance,advertiser_id,
conversions_with_relevance,advertiser_timezone,
conversions_with_relevance,campaign,
conversions_with_relevance,campaign_budget_amount,
conversions_with_relevance,campaign_end_date,
conversions_with_relevance,campaign_end_date_utc,
conversions_with_relevance,campaign_end_dt,
conversions_with_relevance,campaign_end_dt_utc,
conversions_with_relevance,campaign_id,
conversions_with_relevance,campaign_id_internal,
conversions_with_relevance,campaign_sales_type,
conversions_with_relevance,campaign_source,
conversions_with_relevance,campaign_start_date,
conversions_with_relevance,campaign_start_date_utc,
conversions_with_relevance,campaign_start_dt,
conversions_with_relevance,campaign_start_dt_utc,
conversions_with_relevance,conversion_id,
conversions_with_relevance,conversions,
conversions_with_relevance,engagement_scope,
conversions_with_relevance,event_category,
conversions_with_relevance,event_date,
conversions_with_relevance,event_date_utc,
conversions_with_relevance,event_day,
conversions_with_relevance,event_day_utc,
conversions_with_relevance,event_dt,
conversions_with_relevance,event_dt_hour,
conversions_with_relevance,event_dt_hour_utc,
conversions_with_relevance,event_dt_utc,
conversions_with_relevance,event_hour,
conversions_with_relevance,event_hour_utc,
conversions_with_relevance,event_subtype,
conversions_with_relevance,event_type,
conversions_with_relevance,event_type_class,
conversions_with_relevance,event_type_description,
conversions_with_relevance,halo_code,
conversions_with_relevance,new_to_brand,
conversions_with_relevance,purchase_currency,
conversions_with_relevance,purchase_unit_price,
conversions_with_relevance,total_product_sales,
conversions_with_relevance,total_units_sold,
conversions_with_relevance,tracked_asin,
conversions_with_relevance,tracked_item,
conversions_with_relevance,user_id,
conversions_with_relevance,user_id_type,
dsp_clicks,,"AMC DSP Clicks. This dataset has been renamed from 'display_clicks' to 'dsp_clicks'. This new name more accurately reflects the campaigns that it includes: all Amazon DSP campaigns from the DSP advertising accounts that have been added to this instance. The metrics, dimensions, campaigns, and ad products included in this dataset have not changed. All instructional queries have been updated to reflect this name change. We recommend changing any queries you have scheduled or saved."
dsp_clicks,advertiser,
dsp_clicks,advertiser_id,
dsp_clicks,advertiser_timezone,
dsp_clicks,audience_fee,
dsp_clicks,bid_price,
dsp_clicks,browser_family,
dsp_clicks,campaign,
dsp_clicks,campaign_budget_amount,
dsp_clicks,campaign_end_date,
dsp_clicks,campaign_end_date_utc,
dsp_clicks,campaign_id,
dsp_clicks,campaign_id_internal,
dsp_clicks,campaign_sales_type,
dsp_clicks,campaign_source,
dsp_clicks,campaign_start_date,
dsp_clicks,campaign_start_date_utc,
dsp_clicks,click_cost,
dsp_clicks,click_date,
dsp_clicks,click_date_utc,
dsp_clicks,click_day,
dsp_clicks,click_day_utc,
dsp_clicks,click_dt,
dsp_clicks,click_dt_hour,
dsp_clicks,click_dt_hour_utc,
dsp_clicks,click_dt_utc,
dsp_clicks,click_hour,
dsp_clicks,click_hour_utc,
dsp_clicks,clicks,
dsp_clicks,creative,
dsp_clicks,creative_id,
dsp_clicks,creative_size,
dsp_clicks,creative_type,
dsp_clicks,currency_iso_code,
dsp_clicks,currency_name,
dsp_clicks,deal_id,
dsp_clicks,deal_name,
dsp_clicks,demand_channel,
dsp_clicks,demand_channel_owner,
dsp_clicks,device_id,
dsp_clicks,device_type,
dsp_clicks,dma_code,
dsp_clicks,entity_id,
dsp_clicks,impression_date,
dsp_clicks,impression_date_utc,
dsp_clicks,impression_day,
dsp_clicks,impression_day_utc,
dsp_clicks,impression_dt,
dsp_clicks,impression_dt_hour,
dsp_clicks,impression_dt_hour_utc,
dsp_clicks,impression_dt_utc,
dsp_clicks,impression_hour,
dsp_clicks,impression_hour_utc,
dsp_clicks,is_amazon_owned,
dsp_clicks,iso_country_code,
dsp_clicks,iso_state_province_code,
dsp_clicks,line_item,
dsp_clicks,line_item_budget_amount,
dsp_clicks,line_item_end_date,
dsp_clicks,line_item_end_date_utc,
dsp_clicks,line_item_id,
dsp_clicks,line_item_price_type,
dsp_clicks,line_item_start_date,
dsp_clicks,line_item_start_date_utc,
dsp_clicks,line_item_status,
dsp_clicks,line_item_type,
dsp_clicks,merchant_id,
dsp_clicks,operating_system,
dsp_clicks,platform_fee,
dsp_clicks,postal_code,
dsp_clicks,product_line,
dsp_clicks,request_tag,
dsp_clicks,site,
dsp_clicks,supply_cost,
dsp_clicks,supply_source,
dsp_clicks,user_id,
dsp_clicks,user_id_type,
dsp_clicks,winning_bid_cost,
dsp_impressions,,"AMC DSP Impressions. This dataset has been renamed from 'display_impressions' to 'dsp_impressions'. This new name more accurately reflects the campaigns that it includes: all Amazon DSP campaigns from the DSP advertising accounts that have been added to this instance. The metrics, dimensions, campaigns, and ad products included in this dataset have not changed. All instructional queries have been updated to reflect this name change. We recommend changing any queries you have scheduled or saved."
dsp_impressions,advertiser,
dsp_impressions,advertiser_id,
dsp_impressions,advertiser_timezone,
dsp_impressions,audience_fee,
dsp_impressions,bid_price,
dsp_impressions,browser_family,
dsp_impressions,campaign,
dsp_impressions,campaign_budget_amount,
dsp_impressions,campaign_end_date,
dsp_impressions,campaign_end_date_utc,
dsp_impressions,campaign_id,
dsp_impressions,campaign_id_internal,
dsp_impressions,campaign_sales_type,
dsp_impressions,campaign_source,
dsp_impressions,campaign_start_date,
dsp_impressions,campaign_start_date_utc,
dsp_impressions,creative,
dsp_impressions,creative_id,
dsp_impressions,creative_size,
dsp_impressions,creative_type,
dsp_impressions,currency_iso_code,
dsp_impressions,currency_name,
dsp_impressions,deal_id,
dsp_impressions,deal_name,
dsp_impressions,demand_channel,
dsp_impressions,demand_channel_owner,
dsp_impressions,device_id,
dsp_impressions,device_type,
dsp_impressions,dma_code,
dsp_impressions,entity_id,
dsp_impressions,impression_cost,
dsp_impressions,impression_date,
dsp_impressions,impression_date_utc,
dsp_impressions,impression_day,
dsp_impressions,impression_day_utc,
dsp_impressions,impression_dt,
dsp_impressions,impression_dt_hour,
dsp_impressions,impression_dt_hour_utc,
dsp_impressions,impression_dt_utc,
dsp_impressions,impression_hour,
dsp_impressions,impression_hour_utc,
dsp_impressions,impressions,
dsp_impressions,is_amazon_owned,
dsp_impressions,iso_country_code,
dsp_impressions,iso_state_province_code,
dsp_impressions,line_item,
dsp_impressions,line_item_budget_amount,
dsp_impressions,line_item_end_date,
dsp_impressions,line_item_end_date_utc,
dsp_impressions,line_item_id,
dsp_impressions,line_item_price_type,
dsp_impressions,line_item_start_date,
dsp_impressions,line_item_start_date_utc,
dsp_impressions,line_item_status,
dsp_impressions,line_item_type,
dsp_impressions,matched_behavior_segment_ids,
dsp_impressions,merchant_id,
dsp_impressions,operating_system,
dsp_impressions,placement_is_view_aware,
dsp_impressions,placement_view_rate,
dsp_impressions,platform_fee,
dsp_impressions,postal_code,
dsp_impressions,product_line,
dsp_impressions,request_tag,
dsp_impressions,segment_marketplace_id,
dsp_impressions,site,
dsp_impressions,supply_cost,
dsp_impressions,supply_source,
dsp_impressions,supply_source_is_view_aware,
dsp_impressions,supply_source_view_rate,
dsp_impressions,third_party_fees,
dsp_impressions,total_cost,
dsp_impressions,user_behavior_segment_ids,
dsp_impressions,user_id,
dsp_impressions,user_id_type,
dsp_impressions,winning_bid_cost,
dsp_impressions_by_matched_segments,,"AMC DSP Impressions broken down by matched segments. This dataset has been renamed from 'display_impressions_by_matched_segments' to 'dsp_impressions_by_matched_segments'. This new name more accurately reflects the campaigns that it includes: all Amazon DSP campaigns from the DSP advertising accounts that have been added to this instance. The metrics, dimensions, campaigns, and ad products included in this dataset have not changed. All instructional queries have been updated to reflect this name change. We recommend changing any queries you have scheduled or saved."
dsp_impressions_by_matched_segments,advertiser,
dsp_impressions_by_matched_segments,advertiser_id,
dsp_impressions_by_matched_segments,advertiser_timezone,
dsp_impressions_by_matched_segments,audience_fee,
dsp_impressions_by_matched_segments,behavior_segment_description,
dsp_impressions_by_matched_segments,behavior_segment_id,
dsp_impressions_by_matched_segments,behavior_segment_matched,
dsp_impressions_by_matched_segments,behavior_segment_name,
dsp_impressions_by_matched_segments,bid_price,
dsp_impressions_by_matched_segments,browser_family,
dsp_impressions_by_matched_segments,campaign,
dsp_impressions_by_matched_segments,campaign_budget_amount,
dsp_impressions_by_matched_segments,campaign_end_date,
dsp_impressions_by_matched_segments,campaign_end_date_utc,
dsp_impressions_by_matched_segments,campaign_id,
dsp_impressions_by_matched_segments,campaign_id_internal,
dsp_impressions_by_matched_segments,campaign_sales_type,
dsp_impressions_by_matched_segments,campaign_source,
dsp_impressions_by_matched_segments,campaign_start_date,
dsp_impressions_by_matched_segments,campaign_start_date_utc,
dsp_impressions_by_matched_segments,creative,
dsp_impressions_by_matched_segments,creative_id,
dsp_impressions_by_matched_segments,creative_size,
dsp_impressions_by_matched_segments,creative_type,
dsp_impressions_by_matched_segments,currency_iso_code,
dsp_impressions_by_matched_segments,currency_name,
dsp_impressions_by_matched_segments,deal_id,
dsp_impressions_by_matched_segments,deal_name,
dsp_impressions_by_matched_segments,demand_channel,
dsp_impressions_by_matched_segments,demand_channel_owner,
dsp_impressions_by_matched_segments,device_id,
dsp_impressions_by_matched_segments,device_type,
dsp_impressions_by_matched_segments,dma_code,
dsp_impressions_by_matched_segments,entity_id,
dsp_impressions_by_matched_segments,impression_cost,
dsp_impressions_by_matched_segments,impression_date,
dsp_impressions_by_matched_segments,impression_date_utc,
dsp_impressions_by_matched_segments,impression_day,
dsp_impressions_by_matched_segments,impression_day_utc,
dsp_impressions_by_matched_segments,impression_dt,
dsp_impressions_by_matched_segments,impression_dt_hour,
dsp_impressions_by_matched_segments,impression_dt_hour_utc,
dsp_impressions_by_matched_segments,impression_dt_utc,
dsp_impressions_by_matched_segments,impression_hour,
dsp_impressions_by_matched_segments,impression_hour_utc,
dsp_impressions_by_matched_segments,impressions,
dsp_impressions_by_matched_segments,is_amazon_owned,
dsp_impressions_by_matched_segments,iso_country_code,
dsp_impressions_by_matched_segments,iso_state_province_code,
dsp_impressions_by_matched_segments,line_item,
dsp_impressions_by_matched_segments,line_item_budget_amount,
dsp_impressions_by_matched_segments,line_item_end_date,
dsp_impressions_by_matched_segments,line_item_end_date_utc,
dsp_impressions_by_matched_segments,line_item_id,
dsp_impressions_by_matched_segments,line_item_price_type,
dsp_impressions_by_matched_segments,line_item_start_date,
dsp_impressions_by_matched_segments,line_item_start_date_utc,
dsp_impressions_by_matched_segments,line_item_status,
dsp_impressions_by_matched_segments,line_item_type,
dsp_impressions_by_matched_segments,matched_behavior_segment_ids,
dsp_impressions_by_matched_segments,merchant_id,
dsp_impressions_by_matched_segments,operating_system,
dsp_impressions_by_matched_segments,placement_is_view_aware,
dsp_impressions_by_matched_segments,placement_view_rate,
dsp_impressions_by_matched_segments,platform_fee,
dsp_impressions_by_matched_segments,postal_code,
dsp_impressions_by_matched_segments,product_line,
dsp_impressions_by_matched_segments,request_tag,
dsp_impressions_by_matched_segments,segment_marketplace_id,
dsp_impressions_by_matched_segments,site,
dsp_impressions_by_matched_segments,supply_cost,
dsp_impressions_by_matched_segments,supply_source,
dsp_impressions_by_matched_segments,supply_source_is_view_aware,
dsp_impressions_by_matched_segments,supply_source_view_rate,
dsp_impressions_by_matched_segments,third_party_fees,
dsp_impressions_by_matched_segments,total_cost,
dsp_impressions_by_matched_segments,user_behavior_segment_ids,
dsp_impressions_by_matched_segments,user_id,
dsp_impressions_by_matched_segments,user_id_type,
dsp_impressions_by_matched_segments,winning_bid_cost,
dsp_views,,"AMC DSP Views. This dataset has been renamed from 'display_views' to 'dsp_views'. This new name more accurately reflects the campaigns that it includes: all Amazon DSP campaigns from the DSP advertising accounts that have been added to this instance. The metrics, dimensions, campaigns, and ad products included in this dataset have not changed. All instructional queries have been updated to reflect this name change. We recommend changing any queries you have scheduled or saved."
dsp_views,advertiser,
dsp_views,advertiser_id,
dsp_views,advertiser_timezone,
dsp_views,campaign,
dsp_views,campaign_end_dt,
dsp_views,campaign_end_dt_utc,
dsp_views,campaign_id,
dsp_views,campaign_id_internal,
dsp_views,campaign_sales_type,
dsp_views,campaign_source,
dsp_views,campaign_start_dt,
dsp_views,campaign_start_dt_utc,
dsp_views,creative,
dsp_views,creative_id,
dsp_views,creative_type,
dsp_views,demand_channel_owner,
dsp_views,entity_id,
dsp_views,event_date,
dsp_views,event_date_utc,
dsp_views,event_dt,
dsp_views,event_dt_hour,
dsp_views,event_dt_hour_utc,
dsp_views,event_dt_utc,
dsp_views,event_type,
dsp_views,events,
dsp_views,impression_id,
dsp_views,line_item,
dsp_views,line_item_end_dt,
dsp_views,line_item_end_dt_utc,
dsp_views,line_item_id,
dsp_views,line_item_price_type,
dsp_views,line_item_start_dt,
dsp_views,line_item_start_dt_utc,
dsp_views,line_item_status,
dsp_views,line_item_type,
dsp_views,measurable_impressions,
dsp_views,merchant_id,
dsp_views,unmeasurable_viewable_impressions,
dsp_views,user_id,
dsp_views,user_id_type,
dsp_views,view_definition,
dsp_views,viewable_impressions,
dsp_views,winning_bid_amount,
sponsored_ads_traffic,,sponsored_ads_traffic
sponsored_ads_traffic,ad_group,
sponsored_ads_traffic,ad_group_end_dt,
sponsored_ads_traffic,ad_group_end_dt_utc,
sponsored_ads_traffic,ad_group_start_dt,
sponsored_ads_traffic,ad_group_start_dt_utc,
sponsored_ads_traffic,ad_group_status,
sponsored_ads_traffic,ad_group_type,
sponsored_ads_traffic,ad_product_type,
sponsored_ads_traffic,ad_product_type_code,
sponsored_ads_traffic,ad_product_type_id,
sponsored_ads_traffic,advertiser,
sponsored_ads_traffic,advertiser_id_internal,
sponsored_ads_traffic,advertiser_timezone,
sponsored_ads_traffic,campaign,
sponsored_ads_traffic,campaign_budget_type,
sponsored_ads_traffic,campaign_end_date,
sponsored_ads_traffic,campaign_end_date_utc,
sponsored_ads_traffic,campaign_end_dt,
sponsored_ads_traffic,campaign_end_dt_utc,
sponsored_ads_traffic,campaign_id_internal,
sponsored_ads_traffic,campaign_start_date,
sponsored_ads_traffic,campaign_start_date_utc,
sponsored_ads_traffic,campaign_start_dt,
sponsored_ads_traffic,campaign_start_dt_utc,
sponsored_ads_traffic,clicks,
sponsored_ads_traffic,creative,
sponsored_ads_traffic,creative_type,
sponsored_ads_traffic,currency_iso_code,
sponsored_ads_traffic,currency_name,
sponsored_ads_traffic,customer_search_term,
sponsored_ads_traffic,entity_id,
sponsored_ads_traffic,event_date,
sponsored_ads_traffic,event_date_utc,
sponsored_ads_traffic,event_day,
sponsored_ads_traffic,event_day_utc,
sponsored_ads_traffic,event_dt,
sponsored_ads_traffic,event_dt_hour,
sponsored_ads_traffic,event_dt_hour_utc,
sponsored_ads_traffic,event_dt_utc,
sponsored_ads_traffic,event_hour,
sponsored_ads_traffic,event_hour_utc,
sponsored_ads_traffic,event_id,
sponsored_ads_traffic,five_sec_views,
sponsored_ads_traffic,impressions,
sponsored_ads_traffic,line_item,
sponsored_ads_traffic,line_item_end_date,
sponsored_ads_traffic,line_item_end_date_utc,
sponsored_ads_traffic,line_item_id,
sponsored_ads_traffic,line_item_price_type,
sponsored_ads_traffic,line_item_start_date,
sponsored_ads_traffic,line_item_start_date_utc,
sponsored_ads_traffic,line_item_status,
sponsored_ads_traffic,line_item_type,
sponsored_ads_traffic,marketplace_id,
sponsored_ads_traffic,marketplace_name,
sponsored_ads_traffic,match_type,
sponsored_ads_traffic,placement_type,
sponsored_ads_traffic,spend,
sponsored_ads_traffic,targeting,
sponsored_ads_traffic,unmeasurable_viewable_impressions,
sponsored_ads_traffic,user_id,
sponsored_ads_traffic,user_id_type,
sponsored_ads_traffic,video_complete_views,
sponsored_ads_traffic,video_first_quartile_views,
sponsored_ads_traffic,video_midpoint_views,
sponsored_ads_traffic,video_third_quartile_views,
sponsored_ads_traffic,video_unmutes,
sponsored_ads_traffic,view_definition,
sponsored_ads_traffic,viewable_impressions,
dsp_impressions_by_user_segments,,"AMC DSP Impressions broken down by user behavior segment. This dataset has been renamed from 'display_impressions_by_user_segments' to 'dsp_impressions_by_user_segments'. This new name more accurately reflects the campaigns that it includes: all Amazon DSP campaigns from the DSP advertising accounts that have been added to this instance. The metrics, dimensions, campaigns, and ad products included in this dataset have not changed. All instructional queries have been updated to reflect this name change. We recommend changing any queries you have scheduled or saved."
dsp_impressions_by_user_segments,advertiser,
dsp_impressions_by_user_segments,advertiser_id,
dsp_impressions_by_user_segments,advertiser_timezone,
dsp_impressions_by_user_segments,audience_fee,
dsp_impressions_by_user_segments,behavior_segment_description,
dsp_impressions_by_user_segments,behavior_segment_id,
dsp_impressions_by_user_segments,behavior_segment_matched,
dsp_impressions_by_user_segments,behavior_segment_name,
dsp_impressions_by_user_segments,bid_price,
dsp_impressions_by_user_segments,browser_family,
dsp_impressions_by_user_segments,campaign,
dsp_impressions_by_user_segments,campaign_budget_amount,
dsp_impressions_by_user_segments,campaign_end_date,
dsp_impressions_by_user_segments,campaign_end_date_utc,
dsp_impressions_by_user_segments,campaign_id,
dsp_impressions_by_user_segments,campaign_id_internal,
dsp_impressions_by_user_segments,campaign_sales_type,
dsp_impressions_by_user_segments,campaign_source,
dsp_impressions_by_user_segments,campaign_start_date,
dsp_impressions_by_user_segments,campaign_start_date_utc,
dsp_impressions_by_user_segments,creative,
dsp_impressions_by_user_segments,creative_id,
dsp_impressions_by_user_segments,creative_size,
dsp_impressions_by_user_segments,creative_type,
dsp_impressions_by_user_segments,currency_iso_code,
dsp_impressions_by_user_segments,currency_name,
dsp_impressions_by_user_segments,deal_id,
dsp_impressions_by_user_segments,deal_name,
dsp_impressions_by_user_segments,demand_channel,
dsp_impressions_by_user_segments,demand_channel_owner,
dsp_impressions_by_user_segments,device_id,
dsp_impressions_by_user_segments,device_type,
dsp_impressions_by_user_segments,dma_code,
dsp_impressions_by_user_segments,entity_id,
dsp_impressions_by_user_segments,impression_cost,
dsp_impressions_by_user_segments,impression_date,
dsp_impressions_by_user_segments,impression_date_utc,
dsp_impressions_by_user_segments,impression_day,
dsp_impressions_by_user_segments,impression_day_utc,
dsp_impressions_by_user_segments,impression_dt,
dsp_impressions_by_user_segments,impression_dt_hour,
dsp_impressions_by_user_segments,impression_dt_hour_utc,
dsp_impressions_by_user_segments,impression_dt_utc,
dsp_impressions_by_user_segments,impression_hour,
dsp_impressions_by_user_segments,impression_hour_utc,
dsp_impressions_by_user_segments,impressions,
dsp_impressions_by_user_segments,is_amazon_owned,
dsp_impressions_by_user_segments,iso_country_code,
dsp_impressions_by_user_segments,iso_state_province_code,
dsp_impressions_by_user_segments,line_item,
dsp_impressions_by_user_segments,line_item_budget_amount,
dsp_impressions_by_user_segments,line_item_end_date,
dsp_impressions_by_user_segments,line_item_end_date_utc,
dsp_impressions_by_user_segments,line_item_id,
dsp_impressions_by_user_segments,line_item_price_type,
dsp_impressions_by_user_segments,line_item_start_date,
dsp_impressions_by_user_segments,line_item_start_date_utc,
dsp_impressions_by_user_segments,line_item_status,
dsp_impressions_by_user_segments,line_item_type,
dsp_impressions_by_user_segments,matched_behavior_segment_ids,
dsp_impressions_by_user_segments,merchant_id,
dsp_impressions_by_user_segments,operating_system,
dsp_impressions_by_user_segments,placement_is_view_aware,
dsp_impressions_by_user_segments,placement_view_rate,
dsp_impressions_by_user_segments,platform_fee,
dsp_impressions_by_user_segments,postal_code,
dsp_impressions_by_user_segments,product_line,
dsp_impressions_by_user_segments,request_tag,
dsp_impressions_by_user_segments,segment_marketplace_id,
dsp_impressions_by_user_segments,site,
dsp_impressions_by_user_segments,supply_cost,
dsp_impressions_by_user_segments,supply_source,
dsp_impressions_by_user_segments,supply_source_is_view_aware,
dsp_impressions_by_user_segments,supply_source_view_rate,
dsp_impressions_by_user_segments,third_party_fees,
dsp_impressions_by_user_segments,total_cost,
dsp_impressions_by_user_segments,user_behavior_segment_ids,
dsp_impressions_by_user_segments,user_id,
dsp_impressions_by_user_segments,user_id_type,
dsp_impressions_by_user_segments,winning_bid_cost,
